gesture,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
Up,305.9156608581543,311.15315437316895,280.18218994140625,297.9833507537842,262.9220962524414,268.97852897644043,269.9257469177246,241.43239974975586,282.33333587646484,222.47304439544678,266.8228340148926,228.59838008880615,262.7043914794922,188.55799198150635,263.6505889892578,165.12074947357178,266.1898422241211,144.31918144226074,290.26824951171875,230.73203086853027,286.0623550415039,205.6322479248047,279.4500541687012,231.3925552368164,276.74463272094727,250.3597068786621,310.9707260131836,239.81590747833252,301.1857032775879,234.8536205291748,292.0945358276367,262.2106075286865,289.37978744506836,275.23266792297363,328.50738525390625,253.43833923339844,314.27574157714844,255.7818603515625,302.6759719848633,276.8825340270996,297.67383575439453,286.40902519226074
Up,206.6731071472168,291.17820739746094,176.40504837036133,282.9092502593994,150.26512145996094,257.4650001525879,142.38439559936523,230.41043758392334,148.81084442138672,207.3660135269165,155.69887161254883,214.58534717559814,139.97119903564453,174.7721529006958,134.21753883361816,151.78194522857666,132.4569797515869,130.8922576904297,177.10031509399414,211.58682346343994,156.96349143981934,188.10012817382812,155.14506340026855,212.66740322113037,160.37059783935547,230.85421085357666,196.76029205322266,216.06383800506592,172.69832611083984,216.3434886932373,172.00748443603516,244.65219497680664,177.6409149169922,258.4328556060791,213.4652328491211,226.17525100708008,189.354248046875,231.40066623687744,183.92492294311523,253.7171173095703,185.13429641723633,265.24314880371094
Up,113.07003021240234,298.88648986816406,88.58105659484863,282.6459503173828,68.22349071502686,255.0326156616211,61.56501770019531,228.44339847564697,66.01119041442871,204.70438957214355,79.39028739929199,214.57257270812988,64.29359436035156,172.81946182250977,59.592485427856445,149.2861032485962,59.209818840026855,127.33649253845215,99.71416473388672,213.84674549102783,79.13795948028564,187.8625202178955,76.52165412902832,213.0904769897461,80.52443504333496,232.22209453582764,119.01336669921875,219.28738117218018,93.3840274810791,214.97066974639893,94.09867286682129,244.20218467712402,101.57073974609375,260.0457286834717,137.43602752685547,229.54097270965576,109.5931339263916,227.3746919631958,102.02349662780762,250.40837287902832,102.6747989654541,264.9785614013672
Up,299.33013916015625,347.8298091888428,275.2655220031738,263.9879608154297,238.753662109375,194.24989700317383,203.39609146118164,133.07122707366943,188.8712501525879,82.43324518203735,123.18485260009766,229.02896404266357,126.69601440429688,241.11279487609863,156.55691146850586,250.0784397125244,176.19375228881836,256.71987533569336,105.02915382385254,283.5337257385254,119.9878978729248,290.2506637573242,148.46860885620117,295.1609516143799,171.40615463256836,298.04637908935547,105.59756278991699,337.34195709228516,120.28337478637695,337.7326011657715,146.55339241027832,339.52466011047363,170.5460548400879,340.6011486053467,113.6492919921875,386.8447494506836,119.01046752929688,381.9210147857666,144.57128524780273,378.69237899780273,165.68050384521484,377.3568534851074
Up,374.7976303100586,348.41763496398926,339.42138671875,262.3080539703369,296.0124206542969,191.64947032928467,257.8196716308594,129.86638069152832,245.08880615234375,75.24175643920898,181.1910629272461,221.24281883239746,171.64007186889648,233.81628513336182,204.57136154174805,247.52832412719727,231.91890716552734,255.16539573669434,159.8782730102539,274.1666507720947,164.9842643737793,290.34979820251465,196.01202011108398,299.80793952941895,222.28338241577148,300.35325050354004,159.13732528686523,329.46221351623535,167.39870071411133,339.34146881103516,196.35690689086914,344.58563804626465,222.75461196899414,343.56273651123047,168.52994918823242,380.5363368988037,171.85436248779297,387.612361907959,199.16574478149414,385.5409526824951,220.74224472045898,381.01698875427246
Up,484.5695114135742,342.58727073669434,450.5245590209961,258.13058853149414,407.20882415771484,192.2823715209961,368.9127731323242,133.3094358444214,355.4652404785156,82.27291345596313,297.05638885498047,220.78114986419678,259.0298080444336,255.98699569702148,290.27427673339844,271.9016647338867,317.27426528930664,270.6733703613281,283.96162033081055,276.33376121520996,259.3645668029785,299.38465118408203,291.47666931152344,310.9603500366211,321.6756820678711,309.1527843475342,289.10518646240234,332.97045707702637,269.89933013916016,341.9039726257324,299.2609405517578,350.48901557922363,330.39241790771484,350.56248664855957,302.3805046081543,384.37336921691895,292.05896377563477,384.90760803222656,321.0541534423828,387.43526458740234,345.8758544921875,385.56138038635254
Up,592.2390365600586,350.85702896118164,556.5435028076172,266.92543029785156,509.6036911010742,199.11612510681152,470.55809020996094,140.4429531097412,460.29712677001953,86.76750183105469,403.868408203125,227.72320747375488,355.39634704589844,261.61205291748047,386.69612884521484,276.5303134918213,417.11009979248047,273.03829193115234,392.5669479370117,282.8385257720947,356.7328643798828,304.7849464416504,388.73497009277344,315.55867195129395,420.2730178833008,311.6322612762451,397.40333557128906,339.1633129119873,365.37540435791016,349.33250427246094,396.1872100830078,357.4592971801758,427.8602600097656,355.05080223083496,411.6377639770508,390.4144477844238,390.47508239746094,390.2933979034424,420.2851104736328,392.4898910522461,446.2153625488281,389.5177459716797
Up,576.6120147705078,383.32045555114746,536.0548782348633,307.3853302001953,518.7099075317383,231.09233379364014,519.8404312133789,166.8414831161499,536.1507415771484,113.91334533691406,581.5484619140625,248.99951934814453,480.69095611572266,280.64337730407715,488.40667724609375,295.4565238952637,520.7321929931641,283.84303092956543,598.5874176025391,301.9600009918213,485.02872467041016,330.18467903137207,507.02152252197266,329.1644096374512,540.676383972168,314.9025249481201,605.5680084228516,350.70216178894043,497.5554656982422,373.51335525512695,518.3546447753906,371.01330757141113,551.8388366699219,359.498348236084,604.0726470947266,394.99720573425293,518.9572906494141,415.64120292663574,534.9604034423828,409.6211242675781,568.0027770996094,398.4107208251953
Up,549.4687652587891,423.1874084472656,489.7410583496094,338.00843238830566,446.8644332885742,246.68867111206055,436.37672424316406,174.45229053497314,454.0755081176758,114.572274684906,481.97750091552734,242.46102333068848,381.94313049316406,270.8526134490967,405.83927154541016,297.8774642944336,438.4492492675781,288.4690761566162,500.7689666748047,294.5867443084717,387.16663360595703,320.01208305358887,418.71517181396484,332.1193027496338,454.0102767944336,324.8910713195801,511.214599609375,344.56878662109375,401.32503509521484,363.3889102935791,429.5372009277344,373.64267349243164,463.9293670654297,366.95594787597656,514.9996566772461,391.232385635376,421.0939407348633,401.5081214904785,442.0451354980469,406.8119144439697,475.67142486572266,403.5124683380127
Up,415.44971466064453,375.2302551269531,365.3117370605469,312.4988079071045,321.05907440185547,240.03644943237305,306.3318061828613,178.26368808746338,314.04937744140625,120.3665828704834,336.7979431152344,240.36060333251953,235.02103805541992,270.2101135253906,256.3612365722656,292.70710945129395,287.24313735961914,287.06379890441895,354.18224334716797,290.0775718688965,239.0479278564453,321.03137969970703,267.8034782409668,329.3612480163574,304.16494369506836,323.3357906341553,364.79137420654297,340.9600639343262,254.84119415283203,365.3247356414795,282.97943115234375,371.9736957550049,318.9253807067871,365.4496192932129,369.4192123413086,389.76911544799805,276.8965148925781,405.4955863952637,297.44049072265625,405.1588726043701,330.7146453857422,398.4811592102051
Up,296.06285095214844,379.8787593841553,259.08618927001953,316.7456245422363,211.81011199951172,243.72645378112793,198.41732025146484,184.7021484375,205.21766662597656,128.41047763824463,218.82631301879883,252.1061897277832,98.39489936828613,272.8981018066406,111.23733520507812,296.92952156066895,146.56049728393555,298.813533782959,233.18017959594727,302.274112701416,106.70624732971191,324.58468437194824,132.34704971313477,335.8974266052246,172.87410736083984,332.9612445831299,241.24322891235352,355.6744194030762,126.47524833679199,370.38551330566406,153.85557174682617,376.01826667785645,192.49488830566406,371.60694122314453,243.38373184204102,405.73963165283203,149.73034858703613,413.1309127807617,171.64365768432617,410.38238525390625,206.619873046875,404.9762535095215
Up,415.37879943847656,361.7357540130615,409.81109619140625,297.4398708343506,441.5156936645508,226.4143466949463,469.9541473388672,175.63339233398438,486.2167739868164,133.95411014556885,544.6161270141602,243.95170211791992,591.6171264648438,223.66308689117432,540.8123016357422,240.19105911254883,506.3201141357422,253.38254928588867,558.6359405517578,285.62132835388184,603.1985092163086,269.72960472106934,536.5170669555664,281.16259574890137,502.1442413330078,286.18700981140137,559.5221328735352,328.295202255249,600.7375335693359,317.2646713256836,534.8081207275391,321.9964027404785,499.4179153442383,322.9127025604248,551.0346221923828,372.65161514282227,577.9778671264648,362.06191062927246,528.0773544311523,356.5243434906006,496.7329788208008,350.7601547241211
Up,346.5083694458008,350.1687812805176,340.2529525756836,289.3062114715576,367.4538040161133,223.03227424621582,393.658447265625,172.88536548614502,405.30548095703125,129.54405784606934,456.3269805908203,236.14183902740479,499.4000244140625,214.4500207901001,452.9042053222656,232.04280853271484,422.47447967529297,245.4609775543213,470.6794738769531,275.89244842529297,514.0427780151367,255.3390598297119,452.52689361572266,269.62552070617676,422.0509719848633,277.3176956176758,474.16770935058594,316.7675971984863,512.5565719604492,300.9902858734131,450.82359313964844,308.3689212799072,418.76903533935547,311.4452648162842,470.90320587158203,359.7524929046631,493.0663299560547,345.77293395996094,446.6364288330078,343.29105377197266,419.31400299072266,340.9540843963623
Up,234.52112197875977,352.1055793762207,228.38811874389648,294.1357898712158,258.4626007080078,230.3700828552246,284.2046928405762,185.21405696868896,298.2049751281738,146.8568515777588,337.85083770751953,242.84811973571777,373.642578125,218.32818031311035,327.72396087646484,234.1238021850586,302.9515266418457,248.68623733520508,352.6012420654297,278.018102645874,386.9559097290039,256.726770401001,327.4188995361328,268.8809394836426,308.0621528625488,277.7197551727295,356.33644104003906,315.7841205596924,385.23983001708984,296.5573310852051,326.99466705322266,304.69287872314453,309.1465377807617,311.9457721710205,353.7370300292969,356.5580749511719,370.05706787109375,340.2861213684082,326.4056396484375,338.1675052642822,308.7150764465332,340.06107330322266
Up,125.71900367736816,357.0260524749756,115.10492324829102,301.65616035461426,134.64962005615234,243.17058563232422,152.84124374389648,214.78670597076416,166.3733673095703,203.8628625869751,229.04804229736328,241.30096435546875,235.66356658935547,212.72658348083496,194.6599578857422,228.54505062103271,174.32355880737305,245.41608810424805,253.2722282409668,274.71814155578613,246.9660186767578,251.29371643066406,190.69580078125,268.73291015625,180.78250885009766,281.69474601745605,258.72814178466797,313.0513858795166,239.12927627563477,296.0746479034424,187.59992599487305,309.14995193481445,184.84125137329102,319.55177307128906,253.8901710510254,351.8874263763428,225.1499366760254,337.7935981750488,188.75614166259766,339.6777534484863,188.8166046142578,345.1787281036377
Up,332.77233123779297,417.2366237640381,299.005126953125,393.19210052490234,280.80928802490234,342.0366954803467,300.66614151000977,299.8095417022705,327.1719741821289,272.0995330810547,288.3134460449219,285.5960941314697,282.71190643310547,223.4852170944214,281.75573348999023,189.07745361328125,283.84424209594727,157.44994640350342,320.5146789550781,291.43592834472656,317.14529037475586,252.8367519378662,305.297908782959,293.0947208404541,301.8692970275879,320.5012893676758,349.371337890625,305.661563873291,341.1891174316406,283.06225776672363,325.8700942993164,329.4693660736084,322.3800277709961,353.75481605529785,375.2627182006836,325.4648494720459,357.7854919433594,312.75827407836914,341.4004135131836,347.64272689819336,336.9447708129883,366.72128677368164
Up,384.0171432495117,375.0783634185791,423.19114685058594,343.7731075286865,432.1626281738281,304.4187355041504,418.7724304199219,274.11200523376465,398.6563491821289,262.29034423828125,416.90860748291016,254.2862033843994,408.0112838745117,199.17903900146484,401.15673065185547,165.49578666687012,394.69154357910156,141.1556339263916,386.77223205566406,250.57705879211426,381.7250061035156,256.8372344970703,383.81710052490234,274.69651222229004,387.96661376953125,287.3268699645996,359.80953216552734,263.7062644958496,361.00215911865234,277.97152519226074,366.0566711425781,291.0995578765869,370.54527282714844,300.6639003753662,335.23887634277344,280.7421398162842,340.77808380126953,291.3496685028076,345.4765319824219,303.7445068359375,348.1788635253906,312.44190216064453
Up,475.16483306884766,375.8579349517822,516.3262939453125,347.45667457580566,522.8134918212891,310.48584938049316,511.1931610107422,280.32151222229004,492.81810760498047,265.71043968200684,516.7256164550781,250.00508308410645,514.2705154418945,193.28673362731934,508.99139404296875,157.47273445129395,503.09017181396484,131.51334285736084,488.08746337890625,242.43212699890137,475.1259231567383,250.68291664123535,475.3239440917969,267.9001808166504,480.4069519042969,280.08378982543945,458.7284469604492,253.10133934020996,453.53111267089844,271.43898010253906,457.6918411254883,284.74963188171387,463.3773422241211,293.90673637390137,430.8833694458008,268.09041023254395,432.81097412109375,283.02414894104004,437.2673034667969,296.5657424926758,440.096435546875,306.3289260864258
Up,357.45182037353516,369.3746852874756,403.2735824584961,342.01775550842285,418.9756774902344,304.1571807861328,410.41561126708984,276.70446395874023,390.7651138305664,267.1793746948242,397.07157135009766,241.40899658203125,391.9532012939453,183.62773418426514,386.61373138427734,151.04331493377686,382.0021057128906,126.22156620025635,363.2466125488281,235.98681449890137,368.45592498779297,238.43403339385986,371.44683837890625,257.5198459625244,373.72379302978516,271.70079231262207,335.72444915771484,250.45105934143066,346.1986541748047,262.201509475708,351.36768341064453,277.09336280822754,353.3373260498047,288.89190673828125,309.4352722167969,268.2832717895508,322.4275207519531,278.8138675689697,328.31050872802734,292.234468460083,331.2019729614258,302.6425838470459
Up,224.47214126586914,375.3692150115967,271.9205856323242,348.5141944885254,299.02002334594727,307.8753662109375,284.7652816772461,276.98020935058594,263.445987701416,268.71623039245605,263.45653533935547,243.40667724609375,264.5108222961426,183.60371589660645,260.5181312561035,149.5011806488037,257.88536071777344,124.5842170715332,227.74703979492188,239.57914352416992,246.03473663330078,231.87031745910645,253.06795120239258,251.647367477417,254.69610214233398,269.4465637207031,203.10861587524414,252.32932090759277,220.63228607177734,245.87056159973145,229.37219619750977,262.29729652404785,231.19510650634766,280.22958755493164,181.74257278442383,267.6962184906006,193.19110870361328,262.7687644958496,202.46084213256836,274.8105812072754,206.31195068359375,287.96210289001465
Up,93.19890022277832,287.72406578063965,142.3079776763916,259.24098014831543,161.29854202270508,222.74569988250732,145.29424667358398,197.85801887512207,122.69092559814453,191.6531467437744,125.63531875610352,163.89048099517822,125.60832023620605,109.72331285476685,121.75682067871094,79.09613370895386,117.98901557922363,55.86662292480469,90.37199974060059,161.7051601409912,102.87249565124512,163.1334114074707,107.93266296386719,180.26006698608398,108.7882137298584,193.29411506652832,66.29940509796143,178.89731884002686,81.36895179748535,186.92916870117188,89.57656860351562,200.29004573822021,91.35014533996582,212.32037544250488,45.06149768829346,199.18819427490234,60.49131393432617,204.38313961029053,68.81279468536377,216.21346950531006,72.4210786819458,227.39537715911865
Up,264.84947204589844,287.66035079956055,304.8435401916504,261.03604316711426,315.3949546813965,228.68069171905518,302.4555206298828,203.6367130279541,282.8285789489746,194.07694816589355,297.20211029052734,168.42089653015137,290.59946060180664,117.68540382385254,283.7318420410156,86.08160734176636,277.5246238708496,61.914517879486084,266.03296279907227,163.78229141235352,261.181697845459,173.83239269256592,262.8871536254883,190.3258466720581,266.39869689941406,201.75508975982666,238.0933952331543,177.94343948364258,239.0518569946289,194.786696434021,244.77436065673828,207.26320266723633,249.9514389038086,216.37277126312256,212.08391189575195,195.61772346496582,216.68401718139648,208.903169631958,222.70814895629883,220.7164478302002,227.34155654907227,229.08704280853271
Up,405.3377914428711,282.13128089904785,440.6908416748047,237.94877529144287,442.4393081665039,195.94428062438965,426.34899139404297,173.4289312362671,402.6597595214844,167.74994373321533,437.6548385620117,153.66798877716064,429.2283630371094,102.11127519607544,421.7498779296875,71.38125658035278,415.16857147216797,49.31980490684509,404.8088836669922,150.94140529632568,393.82354736328125,160.8784532546997,395.6336212158203,179.82467651367188,402.05467224121094,193.37034702301025,374.6109390258789,165.84124088287354,371.5817642211914,182.8394651412964,376.9919967651367,197.27514266967773,383.5491180419922,207.8662633895874,346.36451721191406,185.11096000671387,349.49806213378906,198.95629405975342,354.3601608276367,213.16128730773926,358.5699462890625,222.8517723083496
Up,499.14588928222656,294.0161418914795,528.4860610961914,249.10503387451172,526.1830520629883,208.15393924713135,507.97245025634766,187.83502578735352,484.61952209472656,183.28176498413086,526.4675521850586,169.82863426208496,515.9127426147461,117.57554054260254,507.1141815185547,87.21509456634521,499.41463470458984,64.56851720809937,496.03729248046875,168.21451663970947,480.01834869384766,170.51836967468262,482.4185562133789,188.95872116088867,490.8204650878906,200.6061887741089,466.5543746948242,181.59414768218994,458.43666076660156,192.52336978912354,463.0733108520508,208.2754611968994,471.1700439453125,217.53619194030762,438.42681884765625,198.5426902770996,439.02172088623047,208.28691959381104,443.66222381591797,222.91613101959229,447.8429412841797,232.05861568450928
Up,169.0334129333496,413.7355613708496,135.80873489379883,367.6665687561035,120.28304100036621,307.0425510406494,154.78775024414062,259.28009033203125,202.8211784362793,242.38200187683105,145.58024406433105,230.58448791503906,136.61982536315918,142.4558401107788,132.7877140045166,92.68003463745117,132.41741180419922,47.77815341949463,191.37271881103516,241.78911209106445,214.03034210205078,187.34061241149902,204.40170288085938,238.12604427337646,192.72674560546875,272.6326274871826,227.95377731323242,264.47007179260254,249.0854835510254,223.24191570281982,227.45702743530273,270.92494010925293,208.77492904663086,305.1372528076172,255.21881103515625,298.21972846984863,274.91716384887695,263.212308883667,254.9599266052246,291.390438079834,236.79670333862305,318.6463165283203
Up,237.5164031982422,417.30998039245605,210.29897689819336,370.4011631011963,201.08503341674805,313.7119674682617,233.75308990478516,266.8722724914551,276.9344902038574,245.17882347106934,216.88949584960938,236.4574098587036,212.66489028930664,149.71821784973145,212.28866577148438,100.63955783843994,214.12334442138672,55.70605158805847,261.67102813720703,247.00183868408203,285.29565811157227,191.6204595565796,278.1650924682617,247.9856014251709,266.5313529968262,282.4980926513672,297.95154571533203,268.1287479400635,321.8209457397461,225.5357551574707,305.1474189758301,275.0265312194824,286.8121910095215,310.64515113830566,324.6617889404297,300.930118560791,350.4899597167969,264.13330078125,335.7416534423828,289.81993675231934,317.7037239074707,316.6464042663574
Up,305.35011291503906,400.30606269836426,273.469295501709,352.85797119140625,262.29299545288086,296.33254051208496,295.07415771484375,247.73537635803223,336.8290328979492,220.9156036376953,271.2058639526367,221.60458087921143,265.648250579834,132.72992134094238,267.0656204223633,83.9818811416626,269.2123222351074,38.75669002532959,318.9541816711426,229.6239709854126,337.3223114013672,175.44437885284424,334.58301544189453,232.84794330596924,324.6168518066406,267.8986930847168,357.3817825317383,249.03396606445312,377.5834655761719,205.94823360443115,364.41001892089844,256.4857864379883,347.0509338378906,293.33518981933594,386.34143829345703,281.2427616119385,411.42215728759766,242.21694946289062,398.79024505615234,268.80663871765137,380.0497055053711,297.66706466674805
Up,373.42403411865234,405.3445816040039,351.1360168457031,362.88843154907227,350.06885528564453,304.24753189086914,385.5937957763672,258.7414741516113,421.0260772705078,226.25196933746338,345.56129455566406,233.1643295288086,345.7595443725586,153.92995834350586,350.6178283691406,105.72039127349854,354.9935531616211,63.74060869216919,390.38524627685547,242.04397201538086,415.58460235595703,190.90564727783203,414.7064971923828,239.4880485534668,403.5285949707031,275.02318382263184,427.08202362060547,262.1129322052002,450.5824661254883,227.27261066436768,442.8291702270508,271.7157554626465,426.81854248046875,306.33090019226074,454.1109848022461,290.50363540649414,481.63700103759766,256.23979568481445,479.1947937011719,282.20346450805664,466.92928314208984,309.4339942932129
Up,409.9359130859375,377.9806709289551,387.75325775146484,337.81405448913574,383.1953430175781,280.7369041442871,413.55899810791016,233.80069255828857,443.8685989379883,200.27446746826172,376.1491394042969,214.04959201812744,373.37230682373047,136.47595882415771,377.6861572265625,90.71424722671509,381.19823455810547,50.26791214942932,419.02976989746094,220.4673957824707,442.0124816894531,170.32589435577393,447.1633529663086,215.63311100006104,440.7017135620117,248.80860328674316,455.14041900634766,238.35641384124756,479.65476989746094,205.53106784820557,477.5130844116211,247.24279403686523,465.20835876464844,279.17378425598145,482.8289794921875,264.0120220184326,510.3593444824219,232.03080654144287,510.8619689941406,254.48593139648438,501.1666488647461,278.292932510376
Up,359.4286346435547,376.7424488067627,388.50658416748047,312.119836807251,431.01097106933594,248.05214881896973,459.01241302490234,190.99463939666748,467.7210235595703,144.99524116516113,506.30725860595703,302.0660591125488,552.5868988037109,322.8709316253662,504.1100311279297,332.3071002960205,462.21019744873047,333.15917015075684,502.9135513305664,346.5303039550781,543.7660980224609,365.03743171691895,483.1689453125,365.68041801452637,439.4404602050781,359.2676639556885,492.9075622558594,383.0654239654541,525.5353164672852,400.0344657897949,471.67816162109375,392.27253913879395,430.35526275634766,379.8738956451416,478.1891632080078,413.78196716308594,508.0099105834961,427.7328586578369,472.28137969970703,420.08995056152344,441.56078338623047,408.06607246398926
